Date,Amount,Category,Description,Payment Method
2024-10-27,1073.39,Food,Coffee at Starbucks,Cash
2025-03-22,4981.03,Entertainment,Game purchase,Credit Card
2024-07-17,4130.26,Education,Exam registration,UPI
2025-04-09,3483.42,Entertainment,Game purchase,Cash
2024-05-19,1262.84,Others,Random expense,Net Banking
2024-05-22,1672.24,Education,Learning app subscription,UPI
2024-09-05,4740.42,Others,Charity donation,Cash
2024-10-05,2809.32,Food,Coffee at Starbucks,Net Banking
2024-06-23,2075.07,Health,Medical test,Credit Card
2024-11-20,3743.03,Shopping,Amazon order,UPI
2025-03-20,2242.68,Travel,Hotel stay,Debit Card
2024-07-08,2672.62,Travel,Hotel stay,Net Banking
2024-12-16,4217.17,Transport,Car maintenance,Net Banking
2025-03-31,2591.97,Utilities,Electricity bill,Credit Card
2025-01-03,478.33,Health,Pharmacy purchase,Net Banking
2024-06-04,3603.94,Utilities,Gas bill,Credit Card
2024-05-22,921.22,Education,Learning app subscription,Cash
2024-09-26,439.79,Transport,Car maintenance,Net Banking
2024-06-18,4074.93,Utilities,Water bill,Debit Card
2025-02-05,115.85,Entertainment,Netflix subscription,Credit Card
2024-11-12,1829.81,Education,Tuition fee,Net Banking
2024-08-25,822.04,Others,Stationery,Debit Card
2025-01-16,2253.07,Travel,Flight booking,Credit Card
2025-04-29,561.64,Shopping,Mobile accessories,Credit Card
2024-09-18,2455.92,Education,Online course,Debit Card
2024-11-22,4934.04,Entertainment,Movie ticket,Net Banking
2025-01-28,3906.27,Transport,Gas refill,Debit Card
2025-02-01,1792.62,Utilities,Water bill,Credit Card
2024-07-29,3298.76,Food,Groceries from Walmart,Credit Card
2024-11-30,3160.6,Education,Tuition fee,Credit Card
2024-11-11,4847.42,Transport,Bus fare,Cash
2024-09-01,1572.5,Entertainment,Movie ticket,Cash
2025-04-03,4477.09,Education,Online course,Credit Card
2025-04-17,963.88,Food,Snacks from 7-Eleven,UPI
2024-12-01,2201.68,Others,Laundry,Net Banking
2025-02-12,4890.63,Shopping,Bought shoes,Net Banking
2024-12-15,2739.86,Food,Lunch at Subway,Debit Card
2025-04-25,4770.22,Education,Exam registration,Debit Card
2024-11-11,2958.53,Utilities,Gas bill,Cash
2025-02-21,1037.55,Health,Doctor visit,Credit Card
2025-01-07,3741.56,Others,Laundry,UPI
2025-03-03,4419.64,Others,Random expense,Net Banking
2024-08-23,4344.33,Others,Charity donation,UPI
2025-05-09,1363.5,Travel,Flight booking,Credit Card
2024-09-27,1125.21,Others,Laundry,UPI
2024-09-17,4873.17,Education,Learning app subscription,Cash
2024-09-10,2955.67,Utilities,Internet recharge,Cash
2024-05-23,161.94,Others,Charity donation,Net Banking
2024-07-17,1253.64,Food,Groceries from Walmart,Net Banking
2025-03-18,1489.96,Shopping,Bought shoes,Cash
2024-08-16,157.49,Utilities,Mobile bill,Credit Card
2025-01-13,958.45,Travel,Cab from airport,Credit Card
2025-01-21,427.46,Entertainment,Spotify subscription,UPI
2025-02-12,3523.94,Others,Laundry,Credit Card
2025-02-28,3746.52,Shopping,Bought shoes,Net Banking
2025-01-30,4709.19,Entertainment,Game purchase,Debit Card
2025-02-17,2734.1,Others,Charity donation,Credit Card
2025-04-12,4623.71,Utilities,Water bill,Credit Card
2025-04-16,3580.55,Entertainment,Netflix subscription,Credit Card
2025-03-26,1594.22,Transport,Uber ride,UPI
2024-06-21,3538.17,Others,Laundry,UPI
2025-03-01,3221.19,Health,Pharmacy purchase,Credit Card
2024-12-29,1963.37,Health,Medical test,Net Banking
2024-06-09,834.96,Utilities,Internet recharge,Credit Card
2024-07-24,1832.33,Health,Pharmacy purchase,Cash
2024-08-07,1450.43,Travel,Train reservation,Cash
2024-09-24,1471.2,Education,Online course,Cash
2024-09-21,1789.33,Entertainment,Movie ticket,UPI
2024-08-20,3394.39,Food,Groceries from Walmart,UPI
2025-05-07,2122.44,Education,Book purchase,Debit Card
2024-12-08,4422.9,Travel,Cab from airport,Net Banking
2024-08-02,467.89,Health,Medical test,Net Banking
2024-12-10,1651.83,Shopping,New clothes,Cash
2024-08-09,3703.8,Utilities,Internet recharge,Cash
2024-07-15,1164.85,Education,Exam registration,Debit Card
2024-09-07,4320.04,Education,Book purchase,Debit Card
2024-08-19,4752.63,Shopping,New clothes,Net Banking
2024-09-10,3640.25,Transport,Gas refill,Credit Card
2024-06-02,395.22,Utilities,Water bill,Credit Card
2024-09-11,133.67,Utilities,Internet recharge,UPI
2025-04-05,918.41,Travel,Train reservation,Debit Card
2025-01-04,73.29,Utilities,Water bill,UPI
2024-05-30,2366.32,Education,Tuition fee,Credit Card
2024-10-18,284.18,Travel,Train reservation,Credit Card
2024-07-05,3965.33,Others,Pet food,Debit Card
2024-11-22,2871.96,Education,Exam registration,Debit Card
2025-05-01,2791.23,Food,Dinner at KFC,UPI
2024-06-08,1315.46,Food,Groceries from Walmart,Debit Card
2024-11-18,4314.69,Others,Stationery,Credit Card
2024-12-28,945.41,Food,Dinner at KFC,Cash
2024-07-18,4328.92,Health,Medical test,Cash
2024-11-24,3337.81,Food,Snacks from 7-Eleven,UPI
2024-11-14,4363.97,Entertainment,Game purchase,Credit Card
2024-07-26,4750.01,Food,Coffee at Starbucks,Net Banking
2025-03-09,320.7,Food,Dinner at KFC,Credit Card
2024-07-11,766.51,Health,Gym membership,Net Banking
2024-11-27,735.58,Food,Groceries from Walmart,Net Banking
2025-03-08,1280.39,Transport,Uber ride,Cash
2024-08-28,1088.99,Entertainment,Concert ticket,Debit Card
2025-03-26,4082.94,Food,Snacks from 7-Eleven,Net Banking
2025-03-18,2749.48,Travel,Hotel stay,Net Banking
2024-08-15,1743.47,Entertainment,Spotify subscription,Net Banking
2024-08-11,636.1,Others,Random expense,Debit Card
2024-06-18,2606.57,Education,Online course,Credit Card
2024-10-04,599.69,Travel,Travel insurance,UPI
2024-12-24,2471.84,Travel,Cab from airport,UPI
2024-05-29,1432.11,Health,Pharmacy purchase,Cash
2024-09-05,4542.62,Travel,Flight booking,Credit Card
2024-06-08,3563.53,Shopping,Amazon order,Debit Card
2024-09-15,130.28,Others,Stationery,Debit Card
2024-08-12,3346.78,Others,Pet food,Credit Card
2024-11-08,2809.72,Shopping,Bought shoes,UPI
2025-01-21,2357.71,Transport,Uber ride,Debit Card
2024-06-11,2175.75,Education,Learning app subscription,UPI
2024-09-13,2021.36,Health,Gym membership,Credit Card
2024-12-11,1341.52,Travel,Train reservation,Debit Card
2024-07-19,2242.0,Education,Learning app subscription,Debit Card
2025-03-07,3782.94,Utilities,Internet recharge,UPI
2024-09-15,4384.66,Transport,Car maintenance,Credit Card
2025-03-11,2244.27,Utilities,Mobile bill,UPI
2025-01-19,1068.53,Utilities,Water bill,UPI
2024-06-11,1123.09,Food,Lunch at Subway,Credit Card
2024-09-03,2520.69,Travel,Travel insurance,Credit Card
2024-07-28,3794.97,Others,Pet food,UPI
2024-09-23,2908.22,Shopping,Amazon order,Net Banking
2025-03-05,4221.67,Utilities,Mobile bill,Cash
2025-02-22,3629.12,Health,Doctor visit,Cash
2025-01-17,4735.11,Entertainment,Concert ticket,Debit Card
2025-01-21,2788.49,Health,Gym membership,UPI
2025-03-29,1371.46,Transport,Train ticket,Credit Card
2024-05-13,3992.71,Health,Health insurance,Net Banking
2025-01-24,717.46,Education,Exam registration,UPI
2024-07-16,3246.48,Others,Stationery,Cash
2024-10-19,1815.61,Education,Learning app subscription,Net Banking
2025-03-27,4453.51,Education,Book purchase,Net Banking
2024-09-23,2486.39,Health,Doctor visit,Cash
2025-02-26,2698.09,Transport,Car maintenance,Debit Card
2024-10-08,1264.36,Utilities,Gas bill,Net Banking
2024-08-10,1686.85,Education,Learning app subscription,Credit Card
2025-04-01,1252.16,Utilities,Gas bill,Net Banking
2024-05-21,1404.09,Transport,Train ticket,Cash
2025-02-08,3901.66,Utilities,Gas bill,Net Banking
2024-06-26,1762.15,Others,Random expense,Net Banking
2024-07-17,2906.67,Others,Random expense,Cash
2024-07-29,2482.28,Transport,Gas refill,Credit Card
2025-01-27,2839.81,Entertainment,Game purchase,Net Banking
2025-01-24,1260.72,Travel,Train reservation,Debit Card
2024-08-22,2215.42,Health,Pharmacy purchase,Net Banking
2024-10-29,2582.62,Others,Pet food,Debit Card
2025-02-06,3768.18,Food,Groceries from Walmart,Credit Card
2024-10-01,599.18,Shopping,Amazon order,Credit Card
2024-05-16,1498.46,Utilities,Internet recharge,Debit Card
2024-12-15,3224.06,Education,Online course,Debit Card
2025-03-09,2749.6,Shopping,New clothes,Net Banking
2024-09-05,2544.52,Shopping,Amazon order,UPI
2025-01-14,1446.53,Others,Stationery,Cash
2025-03-13,1360.94,Utilities,Water bill,Credit Card
2024-07-17,1269.52,Food,Lunch at Subway,Debit Card
2024-09-26,1280.59,Travel,Hotel stay,Credit Card
2025-01-23,4283.38,Health,Doctor visit,Net Banking
2024-07-28,1231.83,Utilities,Mobile bill,Credit Card
2024-12-06,3450.51,Food,Dinner at KFC,Credit Card
2025-04-24,4216.09,Education,Exam registration,Cash
2024-06-26,943.53,Education,Online course,UPI
2024-08-07,1645.24,Transport,Car maintenance,Net Banking
2024-08-30,3932.23,Travel,Cab from airport,Net Banking
2025-02-09,2906.3,Travel,Travel insurance,Debit Card
2024-07-03,4925.03,Food,Groceries from Walmart,Cash
2024-11-28,3284.97,Entertainment,Netflix subscription,Debit Card
2024-09-01,3882.65,Travel,Train reservation,UPI
2024-09-04,2086.77,Education,Book purchase,UPI
2024-10-31,4692.67,Transport,Car maintenance,Net Banking
2025-03-25,4745.08,Food,Snacks from 7-Eleven,UPI
2024-08-23,1458.11,Utilities,Internet recharge,Credit Card
2024-11-10,158.77,Entertainment,Concert ticket,Cash
2024-08-12,3061.37,Shopping,Bought shoes,Net Banking
2024-11-07,4172.84,Others,Stationery,Cash
2024-10-27,4183.47,Entertainment,Movie ticket,Cash
2024-11-30,4835.2,Travel,Cab from airport,Credit Card
2024-12-31,4962.38,Education,Exam registration,Net Banking
2025-01-13,4026.42,Health,Medical test,Credit Card
2024-10-18,2672.17,Others,Charity donation,Credit Card
2024-07-03,1836.62,Travel,Cab from airport,Cash
2025-03-22,2406.94,Utilities,Gas bill,Debit Card
2024-10-01,3440.23,Travel,Cab from airport,UPI
2024-09-07,286.89,Others,Random expense,Net Banking
2025-04-19,2334.01,Utilities,Electricity bill,Credit Card
2024-07-16,146.27,Food,Snacks from 7-Eleven,UPI
2024-08-21,2054.41,Shopping,Amazon order,Net Banking
2024-11-04,2762.3,Transport,Train ticket,Net Banking
2024-06-07,1531.37,Food,Snacks from 7-Eleven,Cash
2024-12-13,2363.99,Health,Gym membership,Net Banking
2024-12-08,3432.1,Entertainment,Netflix subscription,Net Banking
2024-12-16,2043.94,Others,Laundry,Debit Card
2024-10-05,4821.77,Food,Groceries from Walmart,Cash
2024-06-01,1213.39,Shopping,New clothes,Credit Card
2024-08-09,696.17,Education,Exam registration,Debit Card
2024-09-21,127.19,Others,Pet food,Credit Card
2024-10-26,1251.41,Education,Book purchase,UPI
2025-03-10,3941.35,Shopping,Gift shopping,Net Banking
2025-01-10,1754.55,Shopping,Gift shopping,Net Banking
2024-10-31,699.1,Others,Stationery,Credit Card
2024-07-22,4466.98,Travel,Cab from airport,Net Banking
2024-11-09,2265.9,Education,Exam registration,Debit Card
2024-12-20,4812.81,Transport,Gas refill,Net Banking
2024-12-23,120.98,Utilities,Mobile bill,Net Banking
2025-02-03,3222.57,Others,Random expense,Cash
2024-10-04,4864.94,Others,Laundry,Net Banking
2024-07-04,3272.22,Transport,Uber ride,Cash
2025-02-15,4735.16,Transport,Train ticket,Cash
2024-10-23,3784.98,Education,Online course,Cash
2025-02-12,3779.49,Shopping,New clothes,Debit Card
2024-12-12,466.6,Others,Random expense,Debit Card
2024-12-01,1808.98,Food,Coffee at Starbucks,Net Banking
2025-01-23,3136.41,Food,Lunch at Subway,Credit Card
2024-06-28,2366.04,Shopping,Mobile accessories,Credit Card
2024-08-31,3179.62,Utilities,Water bill,Cash
2024-09-23,2749.57,Education,Exam registration,Debit Card
2025-01-02,3027.13,Transport,Uber ride,Credit Card
2025-04-09,1128.03,Health,Gym membership,Debit Card
2024-08-01,4492.03,Shopping,Bought shoes,Debit Card
2024-12-30,3727.94,Entertainment,Game purchase,Cash
2024-09-01,2475.44,Entertainment,Spotify subscription,Debit Card
2025-04-04,4624.83,Travel,Travel insurance,Debit Card
2025-01-24,553.32,Health,Pharmacy purchase,Cash
2025-04-01,1608.51,Shopping,Mobile accessories,Cash
2024-11-09,191.07,Shopping,Bought shoes,UPI
2024-09-20,3163.07,Shopping,Mobile accessories,Cash
2024-07-17,3819.48,Others,Pet food,Net Banking
2024-09-04,4014.88,Education,Online course,UPI
2024-07-29,761.59,Others,Stationery,Cash
2025-04-15,2553.27,Travel,Train reservation,Credit Card
2025-04-15,3351.46,Education,Book purchase,Cash
2024-09-17,4518.69,Others,Laundry,Debit Card
2024-08-16,995.68,Transport,Bus fare,UPI
2025-01-24,3990.7,Travel,Train reservation,Net Banking
2024-07-18,2486.48,Health,Medical test,UPI
2025-04-09,1562.73,Utilities,Internet recharge,Cash
2025-02-01,3550.63,Entertainment,Concert ticket,Credit Card
2024-05-27,2987.12,Food,Groceries from Walmart,UPI
2025-03-30,4081.68,Education,Book purchase,Debit Card
2024-05-14,4139.37,Entertainment,Netflix subscription,Cash
2025-05-10,2894.94,Health,Health insurance,UPI
2025-03-01,4072.32,Food,Groceries from Walmart,Net Banking
2025-05-01,2357.27,Health,Health insurance,Credit Card
2024-07-21,4085.24,Entertainment,Netflix subscription,Debit Card
2025-01-03,3337.26,Utilities,Water bill,Debit Card
2025-04-25,1495.55,Education,Online course,UPI
2024-06-26,2850.0,Food,Snacks from 7-Eleven,UPI
2024-09-24,4837.48,Others,Random expense,Net Banking
2025-01-26,3138.83,Utilities,Internet recharge,UPI
2025-01-25,3547.14,Shopping,Gift shopping,Net Banking
2025-04-16,660.91,Others,Random expense,Net Banking
2024-07-23,2550.1,Utilities,Gas bill,Debit Card
2025-04-09,2600.93,Transport,Car maintenance,Debit Card
2024-10-06,4864.64,Travel,Train reservation,Cash
2025-02-25,1281.95,Entertainment,Concert ticket,Cash
2025-01-06,4747.13,Others,Random expense,Net Banking
2024-09-04,3536.21,Education,Learning app subscription,Credit Card
2025-02-02,3182.32,Entertainment,Spotify subscription,Credit Card
2024-11-16,4931.15,Food,Lunch at Subway,Cash
2024-06-03,2763.11,Travel,Hotel stay,Credit Card
2024-07-11,703.63,Transport,Car maintenance,Cash
2024-06-27,1697.6,Health,Gym membership,Credit Card
2025-03-17,1918.86,Health,Pharmacy purchase,UPI
2025-02-10,3719.67,Travel,Train reservation,Debit Card
2024-10-30,366.83,Health,Medical test,Debit Card
2024-06-07,3066.58,Education,Exam registration,Net Banking
2025-03-28,3214.09,Shopping,Gift shopping,Net Banking
2024-06-18,3274.75,Education,Learning app subscription,Credit Card
2024-06-07,660.77,Travel,Hotel stay,UPI
2025-04-04,2354.55,Others,Laundry,Credit Card
2024-09-20,372.05,Shopping,New clothes,UPI
2024-08-29,4478.82,Transport,Car maintenance,Net Banking
2024-07-11,2293.09,Utilities,Gas bill,Debit Card
2024-09-18,4596.77,Health,Gym membership,Net Banking
2024-09-01,2623.23,Others,Stationery,Net Banking
2024-07-01,1334.66,Utilities,Internet recharge,UPI
2024-06-16,4292.51,Food,Lunch at Subway,Net Banking
2024-09-24,4095.02,Transport,Train ticket,Credit Card
2024-12-27,1387.76,Others,Charity donation,Cash
2024-10-22,3405.98,Utilities,Water bill,Cash
2024-12-23,4594.24,Education,Book purchase,Cash
2024-08-04,3857.67,Others,Random expense,Net Banking
2024-09-21,2412.88,Transport,Train ticket,Cash
2024-07-04,3906.41,Education,Exam registration,Debit Card
2025-04-27,719.54,Others,Random expense,Debit Card
2024-05-23,1799.42,Entertainment,Movie ticket,Cash
2024-09-10,2145.3,Travel,Hotel stay,Debit Card
2024-07-29,1548.12,Shopping,Amazon order,Net Banking
2025-03-22,4713.8,Entertainment,Spotify subscription,Credit Card
2025-03-16,1236.27,Shopping,New clothes,Debit Card
2024-08-24,4091.03,Transport,Car maintenance,Debit Card
2025-02-04,1499.28,Travel,Travel insurance,Credit Card
2024-11-12,4056.86,Utilities,Gas bill,Credit Card
2024-09-22,2588.14,Transport,Car maintenance,Debit Card
2024-06-30,4457.65,Food,Dinner at KFC,Debit Card
2025-04-18,2217.79,Shopping,New clothes,Debit Card
2024-07-23,3252.16,Others,Charity donation,Debit Card
2025-04-03,4218.33,Food,Lunch at Subway,UPI
2024-08-01,2017.5,Utilities,Mobile bill,Debit Card
2024-11-11,953.48,Travel,Travel insurance,Credit Card
2024-07-22,568.96,Transport,Bus fare,Net Banking
2024-12-29,705.91,Education,Book purchase,UPI
2025-02-05,3162.17,Food,Groceries from Walmart,Cash
2024-07-11,4198.9,Transport,Car maintenance,UPI
2025-05-08,3094.91,Entertainment,Game purchase,UPI
2025-05-10,4461.4,Health,Pharmacy purchase,Cash
2024-12-13,4835.73,Travel,Train reservation,UPI
2024-10-16,2867.75,Shopping,Gift shopping,UPI
2024-11-07,2104.18,Health,Pharmacy purchase,UPI
2024-07-24,1138.86,Transport,Gas refill,Credit Card
2024-09-27,3429.37,Transport,Uber ride,Net Banking
2025-01-19,872.46,Entertainment,Concert ticket,UPI
2024-05-27,2202.47,Utilities,Electricity bill,Credit Card
2024-12-21,132.53,Education,Tuition fee,Net Banking
2024-11-15,3366.5,Food,Coffee at Starbucks,Debit Card
2025-03-17,3899.86,Utilities,Internet recharge,Debit Card
2024-09-09,1708.65,Transport,Car maintenance,Cash
2025-04-19,3351.58,Education,Tuition fee,Cash
2025-02-26,2593.76,Entertainment,Concert ticket,UPI
2024-10-21,4376.53,Health,Pharmacy purchase,Net Banking
2024-05-27,2955.15,Education,Learning app subscription,Credit Card
2025-01-31,4227.45,Travel,Hotel stay,UPI
2024-06-24,2642.21,Food,Snacks from 7-Eleven,Net Banking
2024-11-22,3872.83,Travel,Train reservation,Net Banking
2025-05-08,596.99,Health,Gym membership,Credit Card
2025-03-12,4783.4,Utilities,Water bill,Net Banking
2024-09-12,1848.47,Transport,Uber ride,Cash
2024-09-09,1813.27,Health,Health insurance,Net Banking
2025-02-17,2415.22,Shopping,New clothes,Debit Card
2025-02-01,3504.77,Food,Snacks from 7-Eleven,Net Banking
2024-08-02,2460.92,Others,Pet food,Credit Card
2024-10-26,3005.19,Health,Health insurance,Cash
2025-02-22,3898.97,Education,Online course,Net Banking
2024-07-07,4519.46,Others,Charity donation,Debit Card
2025-02-12,4781.89,Education,Learning app subscription,UPI
2024-10-27,2723.09,Entertainment,Concert ticket,Net Banking
2025-01-28,3946.14,Food,Snacks from 7-Eleven,UPI
2024-11-05,3760.16,Shopping,Mobile accessories,Credit Card
2024-10-31,692.57,Transport,Train ticket,Net Banking
2024-08-23,706.27,Travel,Cab from airport,UPI
2024-05-31,765.56,Utilities,Electricity bill,Credit Card
2025-01-12,1797.08,Health,Health insurance,Credit Card
2024-10-03,4761.79,Education,Exam registration,Credit Card
2024-08-22,2582.78,Entertainment,Netflix subscription,Credit Card
2024-09-05,3592.78,Food,Lunch at Subway,Net Banking
2024-08-27,3013.84,Health,Pharmacy purchase,UPI
2024-10-21,1099.26,Others,Charity donation,Credit Card
2024-08-05,3105.88,Transport,Gas refill,UPI
2025-03-01,699.65,Travel,Cab from airport,Debit Card
2024-10-12,2862.81,Entertainment,Netflix subscription,UPI
2024-06-01,57.11,Entertainment,Netflix subscription,Net Banking
2024-09-15,4005.23,Health,Doctor visit,UPI
2024-05-18,4275.14,Shopping,Bought shoes,Credit Card
2025-04-23,2123.55,Utilities,Gas bill,Net Banking
2024-07-28,68.5,Travel,Train reservation,Credit Card
2024-07-21,3949.69,Education,Learning app subscription,Cash
2025-03-09,1155.46,Travel,Hotel stay,Debit Card
2024-05-20,1033.46,Health,Pharmacy purchase,Cash
2024-12-07,4438.97,Food,Coffee at Starbucks,Net Banking
2024-07-26,1544.32,Food,Snacks from 7-Eleven,UPI
2024-08-01,3012.25,Food,Dinner at KFC,Net Banking
2025-04-11,2278.77,Food,Groceries from Walmart,Debit Card
2025-04-06,908.83,Health,Medical test,Credit Card
2024-10-25,4980.33,Education,Learning app subscription,Net Banking
2025-04-07,656.58,Education,Exam registration,UPI
2025-03-30,3214.26,Education,Online course,Net Banking
2024-12-19,564.78,Travel,Flight booking,Cash
2025-02-08,2638.81,Shopping,Mobile accessories,Debit Card
2024-08-10,2910.48,Health,Pharmacy purchase,Credit Card
2024-12-05,656.63,Others,Stationery,Net Banking
